,object_id,taxonomy,name
85755,162586,event,Makes Statement
85758,162588,event,Makes Statement
85761,162590,event,Makes Statement
85765,162592,event,Makes Statement
85768,162595,event,Makes Statement
85772,162600,event,Makes Statement
85777,162606,event,Video appearance
85779,162608,event,Makes Statement
85782,162611,event,Makes Statement
85785,162615,event,Makes Statement
85788,162617,event,Interview
85793,162620,event,Makes Statement
85794,162622,event,Makes Statement
85798,162624,event,Attend Event - Photocall
85801,162627,event,Makes Statement
85806,162630,event,Sport News
85808,162632,event,Rumor/unconfirmed
85809,162635,event,Trailer
85812,162637,event,Makes Statement
85816,162642,event,Makes Statement
85819,162644,event,Makes Statement
85822,162646,event,Makes Statement
85825,162654,event,Makes Statement
85828,162656,event,Makes Statement
85833,162668,event,Makes Statement
85836,162671,event,Makes Statement
85842,162692,event,Makes Statement
85845,162700,event,Military Action
85854,162729,event,Makes Statement
85857,162732,event,Trailer
85861,162734,event,Wins Sport Event
85862,162737,event,Makes Statement
85866,162743,event,Judgement
85872,162745,event,Makes Statement
85874,162747,event,Makes Statement
85878,162750,event,Rumor/unconfirmed
85879,162752,event,Makes Statement
85885,162774,event,Accusation
85888,162781,event,Makes Statement
85892,162787,event,Makes Statement
85897,162790,event,Appearance Cancellation
85908,162808,event,Makes Statement
85913,162821,event,Makes Statement
85916,162824,event,Makes Statement
85920,162826,event,Makes Statement
85924,162846,event,Makes Statement
85928,162854,event,Makes Statement
85933,162858,event,Makes Statement
85936,162863,event,Makes Statement
85939,162865,event,Makes Statement
85942,162867,event,Makes Statement
85945,162901,event,Sponsorship Deal
85946,162901,event,Match Report
85947,162901,event,Sports Record
85948,162901,event,Personal Best
85949,162901,event,Sport News
85951,162934,event,Makes Statement
85955,162936,event,Makes Statement
85959,162939,event,Makes Statement
85961,162946,event,Makes Statement
85965,162948,event,Skit
85967,162950,event,Makes Statement
85974,162958,event,Interview
85976,162963,event,Makes Statement
85980,162965,event,Makes Statement
85982,162967,event,Accusation
85985,162969,event,Makes Statement
85988,162971,event,Video appearance
85989,162973,event,Makes Statement
85994,162979,event,Makes Statement
85997,162981,event,Makes Statement
86000,162983,event,Makes Statement
86003,162986,event,Makes Statement
86005,162992,event,Makes Statement
86010,162998,event,Makes Statement
86013,163000,event,Makes Statement
86015,163002,event,Resignation
86017,163004,event,Makes Statement
86021,163008,event,Makes Statement
86023,163010,event,Makes Statement
86027,163014,event,Makes Statement
86030,163017,event,Trailer
86033,163019,event,Makes Statement
86036,163022,event,Runs for Office
86038,163027,event,Financial Report
86039,163035,event,Makes Statement
86044,163045,event,Film Appearance
86045,163051,event,Makes Statement
86048,163053,event,Makes Statement
86052,163056,event,Injury
86054,163064,event,Makes Statement
86060,163071,event,Makes Statement
86065,163085,event,Makes Statement
86068,163092,event,Makes Statement
86071,163094,event,Makes Statement
86073,163096,event,Makes Statement
86078,163100,event,Makes Statement
86081,163108,event,Makes Statement
86082,163126,event,Plane Crash
86085,163135,event,Military Action
86087,163141,event,Makes Statement
86088,163147,event,Terror Incident
86092,163153,event,Makes Statement
86093,163161,event,Invention
86096,163161,event,Crowdfunding campaign launch
86097,163167,event,Scientific Discovery
86100,163171,event,Makes Statement
86103,163175,event,Makes Statement
86106,163183,event,Travel incident
86108,163189,event,Accusation
86113,163202,event,Scientific Discovery
86121,163223,event,Acquisition
86124,163231,event,Makes Statement
86128,163237,event,Law approved
86129,163243,event,Petition
86131,163265,event,Makes Statement
86134,163267,event,Makes Statement
86138,163294,event,Military Action
86140,163301,event,Makes Statement
86143,163303,event,Makes Statement
86145,163324,event,Music Performance
86147,163326,event,Makes Statement
86152,163351,event,Makes Statement
86155,163355,event,Death
86157,163358,event,Prison Escape
86159,163364,event,Makes Statement
86164,163366,event,Makes Statement
86166,163370,event,Makes Statement
86170,163372,event,Video appearance
86172,163381,event,Video appearance
86175,163387,event,Video appearance
86177,163391,event,Makes Statement
86182,163393,event,Video appearance
86185,163395,event,Rumor/unconfirmed
86187,163397,event,Interview
86190,163399,event,Makes Statement
86194,163402,event,Trailer
86198,163404,event,Video appearance
86201,163406,event,Makes Statement
86205,163432,event,Makes Statement
86208,163434,event,Makes Statement
86212,163436,event,Breaks Record
86215,163439,event,Video appearance
86217,163441,event,Fight
86220,163446,event,Wins Sport Event
86224,163449,event,Wins Sport Event
86227,163463,event,Video appearance
86230,163467,event,Makes Statement
86237,163485,event,Trailer
86241,163488,event,Makes Statement
86244,163490,event,Makes Statement
86246,163492,event,Makes Statement
86252,163494,event,TV Appearance
86253,163496,event,Makes Statement
86257,163498,event,Makes Statement
86262,163507,event,Video appearance
86264,163509,event,Makes Statement
86269,163513,event,Makes Statement
86270,163516,event,Press Conference
86273,163520,event,Interview
86276,163524,event,Interview
86279,163529,event,Interview
86285,163533,event,Video appearance
86287,163535,event,Trailer
86289,163537,event,Trailer
86293,163539,event,Makes Statement
86295,163541,event,Makes Statement
86299,163547,event,Video appearance
86302,163549,event,Interview
86305,163551,event,Makes Statement
86310,163553,event,Video appearance
86312,163556,event,Interview
86318,163558,event,Video appearance
86321,163560,event,Makes Statement
86325,163562,event,Video appearance
86327,163564,event,Makes Statement
86330,163566,event,Donation
86335,163574,event,Makes Statement
86338,163576,event,Video appearance
86339,163578,event,Interview
86342,163580,event,Video appearance
86345,163582,event,Makes Statement
86348,163584,event,Video appearance
86349,163586,event,Attend Event - Photocall
86353,163589,event,Video appearance
86357,163591,event,Practice Event
86360,163596,event,Video appearance
86362,163598,event,Makes Statement
86365,163600,event,Interview
86369,163602,event,Video appearance
86371,163605,event,Press Conference
86376,163609,event,Rumor/unconfirmed
86378,163612,event,Press Conference
86381,163614,event,Press Conference
86384,163619,event,Press Conference
86388,163622,event,Press Conference
86391,163633,event,Interview
86394,163635,event,Interview
86399,163640,event,Selfie
86402,163642,event,Weigh-in
86403,163644,event,Interview
86408,163647,event,Makes Statement
86410,163652,event,Weigh-in
86413,163656,event,Makes Statement
86418,163658,event,Weigh-in
86420,163662,event,Video appearance
86423,163664,event,Video appearance
86428,163668,event,Fight
86431,163670,event,Fight
86435,163672,event,Appearance announcement
86436,163674,event,Makes Statement
86440,163678,event,Wins Sport Event
86444,163684,event,Video appearance
86448,163686,event,Breaks Record
86450,163688,event,Attend Event - Photocall
86452,163690,event,Makes Statement
86455,163692,event,Product Release
86458,163698,event,Video appearance
86460,163705,event,Breaks Record
86466,163708,event,Appearance Cancellation
86467,163710,event,Attend Event - Photocall
86469,163715,event,Makes Statement
86475,163720,event,Selfie
86477,163723,event,Press Conference
86481,163726,event,Press Conference
86483,163729,event,Makes Statement
86486,163731,event,Pregnancy
86489,163733,event,Press Conference
86491,163738,event,Makes Statement
86495,163744,event,Wins Election
86498,163754,event,Makes Statement
86501,163758,event,Interview
86505,163760,event,Makes Statement
86508,163764,event,Interview
86512,163766,event,Interview
86515,163770,event,Attend Event - Photocall
86520,163773,event,Rumor/unconfirmed
86521,163775,event,Makes Statement
86524,163778,event,Makes Statement
86526,163780,event,Interview
86531,163786,event,Makes Statement
86534,163788,event,Video appearance
86536,163792,event,Makes Statement
86539,163804,event,Makes Statement
86543,163819,event,Makes Statement
86547,163822,event,Makes Statement
86551,163824,event,Makes Statement
86553,163826,event,Interview
86557,163828,event,Video appearance
86562,163832,event,Makes Statement
86565,163834,event,Makes Statement
86568,163838,event,Appearance announcement
86569,163845,event,Makes Statement
86573,163847,event,Makes Statement
86576,163849,event,Selfie
86579,163887,event,Makes Statement
86582,163891,event,Makes Statement
86587,163893,event,Makes Statement
86588,163896,event,Makes Statement
86593,163901,event,Rumor/unconfirmed
86594,163903,event,Other Awards
86598,163905,event,Makes Statement
86600,163908,event,Breaks Record
86604,163910,event,Makes Statement
86608,163912,event,Makes Statement
86613,163915,event,Makes Statement
86616,163919,event,Makes Statement
86618,163921,event,Rumor/unconfirmed
86621,163924,event,Meeting
86624,163929,event,Makes Statement
86627,163933,event,Makes Statement
86633,163936,event,Political Appointment
86636,163938,event,Political Appointment
86640,163943,event,Makes Statement
86642,163946,event,Donation
86649,163955,event,Political Appointment
86651,163959,event,Settlement
86654,163963,event,Makes Statement
86658,163966,event,Makes Statement
86661,163970,event,Makes Statement
86665,163972,event,Makes Statement
86668,163976,event,Appearance announcement
86670,163980,event,Makes Statement
86675,163982,event,Meeting
86677,163986,event,Makes Statement
86680,163990,event,Makes Statement
86683,163992,event,Makes Statement
86689,163998,event,Makes Statement
86692,164001,event,Rumor/unconfirmed
86694,164011,event,Makes Statement
86700,164013,event,Video appearance
86702,164015,event,Meeting
86712,164020,event,Meeting
86723,164022,event,Makes Statement
86728,164024,event,Makes Statement
86731,164034,event,Makes Statement
86734,164038,event,Makes Statement
86737,164045,event,Video appearance
86740,164051,event,Makes Statement
86745,164054,event,Makes Statement
86746,164058,event,Attend Event - Photocall
86748,164060,event,Makes Statement
86752,164062,event,Makes Statement
86759,164065,event,Makes Statement
86764,164069,event,Interview
86766,164073,event,Political Appointment
86768,164076,event,Makes Statement
86772,164079,event,Makes Statement
86778,164081,event,Rumor/unconfirmed
86780,164083,event,Political Appointment
86783,164088,event,Video appearance
86784,164090,event,Makes Statement
86787,164092,event,Makes Statement
86790,164094,event,Makes Statement
86793,164096,event,Trailer
86797,164098,event,Trailer
86801,164100,event,Video appearance
86803,164103,event,Wins Election
86804,164110,event,Makes Statement
86808,164112,event,Makes Statement
86811,164115,event,Rumor/unconfirmed
86814,164125,event,Death
86817,164131,event,Selfie
86819,164133,event,Video appearance
86821,164137,event,Makes Statement
86826,164139,event,Political Appointment
86831,164144,event,Rumor/unconfirmed
86834,164146,event,Death
86837,164148,event,Makes Statement
86842,164150,event,Makes Statement
86845,164155,event,Makes Statement
86848,164157,event,Makes Statement
86850,164162,event,Sports Award
86853,164165,event,Makes Statement
86858,164170,event,Makes Statement
86861,164172,event,Makes Statement
86862,164183,event,Makes Statement
86867,164185,event,Breaks Record
86868,164189,event,Makes Statement
86872,164192,event,Makes Statement
86877,164194,event,Makes Statement
86881,164196,event,Meeting
86883,164203,event,Makes Statement
86885,164209,event,Makes Statement
86889,164218,event,Makes Statement
86892,164227,event,Wins Election
86894,164231,event,Makes Statement
86898,164239,event,Political Appointment
86901,164242,event,Appearance announcement
86903,164246,event,Appearance announcement
86904,164252,event,Music Performance
86906,164254,event,Interview
86908,164258,event,Interview
86910,164262,event,Music Performance
86913,164267,event,Makes Statement
86916,164270,event,Makes Statement
86920,164273,event,Political Appointment
86924,164276,event,Makes Statement
86926,164279,event,Makes Statement
86928,164282,event,Makes Statement
86931,164285,event,Makes Statement
86935,164288,event,Makes Statement
86938,164292,event,Video appearance
86939,164295,event,Makes Statement
86942,164303,event,Makes Statement
86951,164316,event,Makes Statement
86953,164319,event,Makes Statement
86958,164322,event,Makes Statement
86959,164325,event,Makes Statement
86963,164329,event,Gives Talk
86967,164333,event,Political Appointment
86970,164338,event,Gives Talk
86973,164358,event,Makes Statement
86977,164361,event,Makes Statement
86982,164374,event,Political Endorsement
86983,164374,event,Political Appointment
86984,164374,event,Poll result
86989,164383,event,Interview
86991,164388,event,Makes Statement
86995,164394,event,Makes Statement
86998,164398,event,Makes Statement
87001,164400,event,Makes Statement
87004,164409,event,Interview
87006,164411,event,Interview
87008,164416,event,Makes Statement
87011,164421,event,Interview
87014,164429,event,Nomination
87016,164432,event,Nomination
87020,164448,event,Video appearance
87021,164451,event,Makes Statement
87025,164455,event,Makes Statement
87028,164457,event,Makes Statement
87030,164460,event,Makes Statement
87032,164463,event,Makes Statement
87035,164466,event,Makes Statement
87040,164475,event,Rumor/unconfirmed
87042,164479,event,Makes Statement
87045,164484,event,Makes Statement
87048,164488,event,Video appearance
87050,164493,event,Personal Injury/Fall
87052,164497,event,Makes Statement
87056,164502,event,Makes Statement
87060,164505,event,Political Appointment
87063,164509,event,Makes Statement
87065,164512,event,Interview
87068,164516,event,Makes Statement
87071,164519,event,Appearance announcement
87073,164526,event,Makes Statement
87078,164529,event,Meeting
87079,164533,event,Makes Statement
87082,164540,event,Makes Statement
87086,164544,event,Makes Statement
87089,164550,event,Video appearance
87091,164553,event,Makes Statement
87095,164558,event,Makes Statement
87097,164561,event,Makes Statement
87100,164563,event,Makes Statement
87103,164566,event,Makes Statement
87106,164569,event,Magazine Cover
87107,164569,event,Other Awards
87109,164575,event,Makes Statement
87112,164579,event,Fight
87118,164585,event,Makes Statement
87120,164588,event,Makes Statement
87124,164592,event,Political Appointment
87127,164596,event,Makes Statement
87133,164597,event,Makes Statement
87135,164605,event,Appeal
87140,164606,event,Ad Appearance
87143,164614,event,Political Appointment
87148,164615,event,Trailer
87150,164620,event,Makes Statement
87154,164623,event,Fight
87158,164626,event,Casting
87162,164629,event,Political Appointment
87165,164635,event,Makes Statement
87169,164638,event,Other Awards
87172,164643,event,TV Appearance
87174,164654,event,Fight
87177,164659,event,Video appearance
87180,164663,event,Makes Statement
87186,164666,event,TV Appearance
87188,164669,event,Tribute
87190,164671,event,Death
87193,164675,event,Trailer
87195,164678,event,Tribute
87196,164682,event,Makes Statement
87201,164692,event,Skit
87203,164695,event,Makes Statement
87206,164698,event,Makes Statement
87210,164703,event,Ad Appearance
87213,164704,event,Makes Statement
87216,164709,event,Makes Statement
87220,164713,event,Nomination
87222,164715,event,Death
87224,164719,event,Tribute
87227,164721,event,Wins Sport Event
87232,164727,event,Makes Statement
87233,164731,event,Makes Statement
87237,164734,event,Political Appointment
87239,164740,event,Hired
87244,164744,event,Board Change
87250,164749,event,Skit
87253,164752,event,Makes Statement
87256,164755,event,Wins Sport Event
87260,164760,event,Wins Sport Event
87262,164763,event,Video appearance
87265,164765,event,Selfie
87266,164768,event,Makes Statement
87270,164771,event,Makes Statement
87273,164774,event,Meeting
87276,164777,event,Makes Statement
87281,164780,event,Meeting
87284,164783,event,Makes Statement
87286,164787,event,Political Appointment
87290,164790,event,Makes Statement
87294,164793,event,Political Appointment
87297,164796,event,Makes Statement
87299,164799,event,Makes Statement
87303,164802,event,Video appearance
87307,164805,event,Makes Statement
87310,164816,event,Makes Statement
87314,164819,event,Video appearance
87323,164823,event,Meeting
87324,164826,event,Makes Statement
87328,164832,event,Makes Statement
87332,164835,event,Makes Statement
87334,164838,event,Judgement
87338,164842,event,Makes Statement
87342,164845,event,Makes Statement
87345,164850,event,Interview
87347,164855,event,Makes Statement
87351,164861,event,Makes Statement
87354,164865,event,Other Awards
87357,164871,event,Appearance announcement
87359,164881,event,Other Awards
87361,164884,event,Makes Statement
87363,164887,event,Makes Statement
87366,164888,event,Meeting
87368,164891,event,Interview
87370,164897,event,Burglary
87373,164908,event,Makes Statement
87377,164912,event,Makes Statement
87379,164915,event,Makes Statement
87381,164919,event,Makes Statement
87385,164922,event,Makes Statement
87388,164925,event,Makes Statement
87392,164928,event,Other Awards
87395,164931,event,Illness
87400,164934,event,Video appearance
87401,164937,event,Nomination
87404,164940,event,Makes Statement
87406,164943,event,Makes Statement
87410,164946,event,Makes Statement
87413,164949,event,Makes Statement
87417,164952,event,Rumor/unconfirmed
87420,164955,event,Makes Statement
87423,164958,event,Interview
87425,164960,event,Makes Statement
87427,164963,event,Skit
87431,164966,event,Makes Statement
87433,164971,event,Makes Statement
87438,164974,event,Trailer
87440,164981,event,Selfie
87442,164984,event,Makes Statement
87445,164986,event,Makes Statement
87447,164988,event,Makes Statement
87450,164990,event,Makes Statement
87454,164995,event,Makes Statement
87459,164998,event,Makes Statement
87462,165003,event,Makes Statement
87465,165006,event,Video appearance
87467,165010,event,Selfie
87469,165013,event,Makes Statement
87472,165015,event,Makes Statement
87475,165019,event,Makes Statement
87478,165022,event,Makes Statement
87482,165025,event,Skit
87484,165028,event,Makes Statement
87488,165031,event,Terror Incident
87490,165038,event,Makes Statement
87493,165042,event,Other Awards
87495,165044,event,Makes Statement
87499,165047,event,Makes Statement
87500,165050,event,Makes Statement
87509,165056,event,Video appearance
87513,165092,event,Makes Statement
87518,165097,event,Video appearance
87519,165100,event,Fight
87524,165104,event,Fight
87528,165108,event,Makes Statement
87533,165111,event,Makes Statement
87535,165113,event,Other Awards
87539,165116,event,Makes Statement
87541,165118,event,Video appearance
87544,165121,event,Weigh-in
87547,165124,event,Weigh-in
87552,165130,event,Makes Statement
87556,165133,event,Wins Sport Event
87560,165136,event,Wins Sport Event
87563,165143,event,Interview
87567,165146,event,Interview
87570,165150,event,Makes Statement
87572,165153,event,Makes Statement
87573,165156,event,Makes Statement
87576,165161,event,Makes Statement
87579,165164,event,Makes Statement
87582,165167,event,Selfie
87584,165170,event,Other Awards
87587,165173,event,Video appearance
87589,165177,event,Makes Statement
87595,165192,event,Makes Statement
87598,165195,event,Makes Statement
87606,165221,event,Makes Statement
87608,165225,event,Makes Statement
87611,165227,event,Fight
87617,165232,event,Makes Statement
87620,165235,event,Makes Statement
87621,165235,event,Personal Injury/Fall
87625,165237,event,Video appearance
87627,165244,event,Makes Statement
87631,165246,event,Ad Appearance
87633,165249,event,Makes Statement
87636,165253,event,Other Awards
87639,165256,event,Makes Statement
87643,165270,event,Makes Statement
87645,165273,event,Makes Statement
87648,165277,event,Makes Statement
87651,165279,event,Makes Statement
87655,165283,event,Interview
87657,165286,event,Gets Tattoo
87661,165298,event,Video appearance
87663,165302,event,Interview
87666,165307,event,Makes Statement
87669,165309,event,Makes Statement
87675,165314,event,Makes Statement
87677,165317,event,Makes Statement
87679,165320,event,Makes Statement
87683,165323,event,Appearance announcement
87685,165326,event,Video appearance
87687,165329,event,Makes Statement
87691,165332,event,Makes Statement
87692,165335,event,Makes Statement
87696,165338,event,Makes Statement
87699,165342,event,Ad Appearance
87705,165345,event,Files Suit
87708,165346,event,Makes Statement
87711,165357,event,Makes Statement
87716,165363,event,Makes Statement
87719,165366,event,Makes Statement
87722,165369,event,Makes Statement
87726,165374,event,Interview
87730,165377,event,Video appearance
87731,165380,event,Makes Statement
87737,165383,event,Appearance announcement
87739,165386,event,Makes Statement
87744,165390,event,Makes Statement
87747,165393,event,Makes Statement
87752,165396,event,Appearance announcement
87754,165400,event,Makes Statement
87758,165403,event,Makes Statement
87762,165406,event,Makes Statement
87766,165409,event,Makes Statement
87769,165413,event,Makes Statement
87771,165415,event,Skit
87773,165418,event,Art Exhibition
87779,165424,event,Makes Statement
87782,165427,event,Makes Statement
87785,165432,event,Makes Statement
87794,165438,event,Makes Statement
87797,165447,event,Makes Statement
87799,165451,event,Other Awards
87804,165461,event,Makes Statement
87807,165464,event,Makes Statement
87810,165467,event,Makes Statement
87813,165470,event,Hired
87816,165475,event,Makes Statement
87819,165478,event,Files Suit
87821,165481,event,Art Exhibition
87824,165485,event,Makes Statement
87828,165486,event,Makes Statement
87832,165493,event,Makes Statement
87834,165496,event,Interview
87836,165500,event,Makes Statement
87840,165502,event,Ad Appearance
87844,165506,event,Appearance announcement
87846,165511,event,Makes Statement
87849,165514,event,Wins Sport Event
87850,165514,event,Other Awards
87855,165518,event,Rumor/unconfirmed
87857,165521,event,Makes Statement
87860,165524,event,Makes Statement
87864,165528,event,Makes Statement
87868,165531,event,Makes Statement
87872,165536,event,Makes Statement
87876,165537,event,Makes Statement
87880,165542,event,Video appearance
87882,165545,event,Makes Statement
87885,165555,event,Makes Statement
87889,165556,event,Makes Statement
87893,165560,event,Video appearance
87897,165564,event,Makes Statement
87900,165567,event,Makes Statement
87903,165571,event,Makes Statement
87905,165575,event,Makes Statement
87909,165578,event,Writes Article
87914,165580,event,Makes Statement
87917,165584,event,Interview
87921,165591,event,Makes Statement
87925,165596,event,Makes Statement
87927,165599,event,Tribute
87931,165605,event,Reports crime
87935,165611,event,Interview
87937,165614,event,Makes Statement
87940,165617,event,Makes Statement
87944,165621,event,Video appearance
87948,165624,event,Breaks Record
87952,165627,event,Makes Statement
87956,165630,event,Makes Statement
87960,165644,event,Other Awards
87962,165647,event,Attend Event - Photocall
87964,165671,event,Makes Statement
87966,165675,event,Makes Statement
87969,165678,event,Video appearance
87972,165681,event,Attends protest
87975,165684,event,Rumor/unconfirmed
87978,165687,event,Makes Statement
87979,165692,event,Makes Statement
87982,165695,event,Makes Statement
87985,165698,event,Makes Statement
87989,165701,event,Makes Statement
87993,165722,event,Makes Statement
87998,165734,event,Makes Statement
88000,165741,event,Selfie
88001,165744,event,Sale/Purchase
88003,165747,event,Makes Statement
88006,165750,event,Announcement
88010,165753,event,Signs Executive Order
88013,165759,event,Rumor/unconfirmed
88014,165763,event,Attend Event - Photocall
88017,165772,event,Makes Statement
88021,165773,event,Makes Statement
88023,165777,event,Makes Statement
88027,165780,event,Makes Statement
88030,165786,event,Makes Statement
88033,165789,event,Ad Appearance
88037,165793,event,Release from Jail
88039,165800,event,Judgement
88042,165803,event,Makes Statement
88046,165807,event,Makes Statement
88049,165810,event,Makes Statement
88051,165814,event,Wins Sport Event
88054,165817,event,Fight
88056,165822,event,Makes Statement
88061,165839,event,Makes Statement
88062,165843,event,Terror Incident
88064,165848,event,Arrest
88067,165850,event,Video appearance
88068,165853,event,Makes Statement
88070,165856,event,Makes Statement
88073,165860,event,Makes Statement
88075,165864,event,Makes Statement
88078,165867,event,Donation
88080,165871,event,Makes Statement
88083,165875,event,Makes Statement
88087,165883,event,Makes Statement
88092,165890,event,Makes Statement
88093,165893,event,Makes Statement
88097,165896,event,Apology
88099,165899,event,Makes Statement
88105,165909,event,Opens Store
88108,165915,event,Fired
88111,165920,event,Political Appointment
88114,165925,event,Files Suit
88116,165932,event,Makes Statement
88120,165935,event,Military Action
88124,165943,event,Makes Statement
88126,165944,event,Makes Statement
88131,165949,event,Makes Statement
88133,165978,event,Judgement
88135,165998,event,Makes Statement
88137,166004,event,Appearance Cancellation
88145,166032,event,Wins Contract
88147,166036,event,Signs Executive Order
88148,166055,event,Birth
88152,166064,event,Makes Statement
88156,166071,event,Pregnancy
88159,166086,event,Makes Statement
88161,166091,event,Makes Statement
88165,166102,event,Makes Statement
88168,166107,event,Makes Statement
88172,166115,event,Makes Statement
88175,166119,event,Accusation
88178,166122,event,Makes Statement
88180,166130,event,Makes Statement
88184,166135,event,Donation
88188,166140,event,Video appearance
88189,166143,event,Sport News
88195,166158,event,Resignation
88198,166162,event,Rumor/unconfirmed
88201,166206,event,Rumor/unconfirmed
88204,166213,event,Video appearance
88206,166229,event,Terror Incident
88208,166233,event,Casting
88210,166236,event,Makes Statement
88214,166240,event,Terror Incident
88217,166243,event,Makes Statement
88219,166251,event,Makes Statement
88222,166255,event,Makes Statement
88225,166261,event,Makes Statement
88229,166270,event,Judgement
88231,166275,event,Makes Statement
88235,166278,event,Makes Statement
88238,166281,event,Makes Statement
88242,166284,event,Makes Statement
88246,166311,event,Death
88251,166323,event,Rumor/unconfirmed
88254,166325,event,Law approved
88255,166325,event,Petition
88258,166337,event,Joins Political Party
88263,166361,event,Play/Show Appearance
88266,166378,event,Makes Statement
88268,166381,event,Makes Statement
88273,166383,event,Makes Statement
88275,166387,event,Makes Statement
88277,166405,event,Oscar
88279,166406,event,Makes Statement
88283,166412,event,Appearance announcement
88285,166419,event,Makes Statement
88287,166437,event,Makes Statement
88290,166440,event,Interview
88297,166443,event,Appearance announcement
88301,166447,event,Adoption
88304,166453,event,Appearance announcement
88306,166467,event,Car Crash
88307,166471,event,Engagement
88311,166485,event,Files Suit
88313,166486,event,Makes Statement
88317,166491,event,Magazine Cover
88326,166495,event,Video appearance
88328,166508,event,Makes Statement
88330,166514,event,Announcement
88334,166520,event,Trailer
88342,166542,event,Death
88347,166549,event,Makes Statement
88349,166551,event,Makes Statement
88350,166551,event,Press Conference
88353,166565,event,Interview
88354,166580,event,Makes Statement
88359,166583,event,Makes Statement
88362,166586,event,Makes Statement
88365,166589,event,Wins Sport Event
88369,166595,event,Makes Statement
88372,166598,event,Makes Statement
88376,166602,event,Appearance announcement
88378,166605,event,Makes Statement
88381,166608,event,Skit
88384,166611,event,Makes Statement
88389,166618,event,Makes Statement
88392,166623,event,Appearance Cancellation
88394,166639,event,Makes Statement
88399,166643,event,Rumor/unconfirmed
88402,166646,event,Financial Report
88406,166658,event,Makes Statement
88409,166661,event,Makes Statement
88413,166665,event,Makes Statement
88416,166667,event,Makes Statement
88421,166670,event,Makes Statement
88424,166673,event,Makes Statement
88427,166676,event,Makes Statement
88431,166677,event,Meeting
88437,166680,event,Makes Statement
88439,166683,event,Interview
88442,166690,event,Interview
88444,166696,event,Interview
88447,166700,event,Video appearance
88449,166703,event,Video appearance
88451,166707,event,Makes Statement
88454,166711,event,Tribute
88458,166719,event,Makes Statement
88461,166721,event,Video appearance
88463,166725,event,Makes Statement
88466,166729,event,Makes Statement
88468,166734,event,Interview
88473,166740,event,Makes Statement
88476,166742,event,Makes Statement
88479,166745,event,Joins Team
88482,166749,event,Makes Statement
88485,166752,event,Makes Statement
88487,166756,event,Makes Statement
88490,166759,event,Wins Sport Event
88494,166762,event,Makes Statement
88497,166766,event,Video appearance
88500,166771,event,Video appearance
88504,166783,event,Makes Statement
88509,166786,event,Makes Statement
88514,166788,event,Video appearance
88516,166795,event,Makes Statement
88521,166798,event,Appearance announcement
88523,166801,event,Makes Statement
88531,166809,event,Makes Statement
88534,166828,event,Makes Statement
88538,166839,event,Makes Statement
88541,166856,event,Music Video
88546,166859,event,Fan/Unofficial Video
88547,166863,event,Other Awards
88550,166865,event,Makes Statement
88554,166868,event,Makes Statement
88558,166871,event,Makes Statement
88563,166879,event,Makes Statement
88566,166883,event,Makes Statement
88568,166887,event,Makes Statement
88572,166889,event,Video appearance
88573,166893,event,Makes Statement
88576,166898,event,Makes Statement
88579,166901,event,Makes Statement
88581,166904,event,Interview
88585,166906,event,Makes Statement
88588,166924,event,Makes Statement
88592,166932,event,Press Conference
88595,166943,event,Makes Statement
88598,166954,event,Tribute
88604,166955,event,Appearance announcement
88606,166960,event,Video appearance
88609,166963,event,Makes Statement
88613,166969,event,Makes Statement
88616,166972,event,Makes Statement
88624,166976,event,Selfie
88627,166981,event,Wins Sport Event
88629,166998,event,Makes Statement
88631,167001,event,Accusation
88634,167003,event,Meeting
88637,167006,event,Appearance Cancellation
88640,167008,event,Makes Statement
88643,167012,event,Political Endorsement
88648,167019,event,Wins Sport Event
88649,167019,event,Match Report
88650,167019,event,Sport News
88651,167019,event,Qualifying Event
88653,167026,event,Makes Statement
88655,167029,event,Makes Statement
88661,167032,event,Makes Statement
88666,167039,event,Wins Sport Event
88669,167042,event,Makes Statement
88673,167044,event,Skit
88676,167049,event,Makes Statement
88680,167055,event,Makes Statement
88683,167060,event,Makes Statement
88686,167062,event,Fight
88690,167068,event,Makes Statement
88693,167070,event,Makes Statement
88695,167075,event,Trailer
88698,167078,event,Makes Statement
88701,167080,event,Makes Statement
88705,167083,event,Fan Story
88708,167085,event,Rumor/unconfirmed
88711,167088,event,Video appearance
88715,167091,event,Makes Statement
88718,167093,event,Makes Statement
88723,167097,event,Selfie
88724,167100,event,Makes Statement
88726,167103,event,Interview
88729,167105,event,Makes Statement
88732,167108,event,Makes Statement
88735,167112,event,Makes Statement
88740,167115,event,Fan/Unofficial Video
88741,167118,event,Makes Statement
88745,167120,event,Makes Statement
88749,167123,event,Appearance announcement
88751,167126,event,Makes Statement
88753,167129,event,Pregnancy
88757,167133,event,Makes Statement
88760,167144,event,Wins Sport Event
88763,167154,event,Burglary
88765,167157,event,Makes Statement
88770,167160,event,Makes Statement
88772,167191,event,Interview
88776,167194,event,Makes Statement
88780,167197,event,Makes Statement
88783,167201,event,Appearance announcement
88784,167204,event,Makes Statement
88790,167223,event,Makes Statement
88791,167265,event,Ad Appearance
88795,167268,event,Ad Appearance
88799,167271,event,Ad Appearance
88804,167280,event,Selfie
88805,167312,event,Attend Event - Photocall
88808,167319,event,Makes Statement
88811,167323,event,Makes Statement
88814,167330,event,Makes Statement
88817,167334,event,Attend Event - Photocall
